spot_name,district,category,year,month,season,festival,total_visitors,estimated_visitors
Anandavihara Buddhist Monastery,Medchal-Malkajgiri,Religious Site - Other,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",1397,1397
Anandavihara Buddhist Monastery,Medchal-Malkajgiri,Religious Site - Other,2025,November,Post-Monsoon,No Major Festival / Public Holiday,742,742
Anandavihara Buddhist Monastery,Medchal-Malkajgiri,Religious Site - Other,2025,December,Winter,Christmas,593,593
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",32955,32955
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,February,Winter,No Major Festival / Public Holiday,32142,32142
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,March,Summer,"Maha Shivaratri, Holi",23904,23904
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",24068,24068
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,May,Summer,May Day,28472,28472
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",18182,18182
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,July,Monsoon,Bonalu,18425,18425
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",19330,19330
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",17657,17657
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",27425,27425
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,November,Post-Monsoon,Diwali/Deepavali,27183,27183
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2024,December,Winter,Christmas,29527,29527
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",32582,32582
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,February,Winter,Maha Shivaratri,32013,32013
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",23676,23676
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",22603,22603
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,May,Summer,May Day,28721,28721
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",18690,18690
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,July,Monsoon,Bonalu,18014,18014
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",18601,18601
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),18521,18521
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",29149,29149
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,November,Post-Monsoon,No Major Festival / Public Holiday,29216,29216
Anantagiri Hills,Vikarabad,Cave/Hill/Viewpoint,2025,December,Winter,Christmas,29544,29544
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",16278,16278
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,February,Winter,No Major Festival / Public Holiday,9917,9917
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7372,7372
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7450,7450
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,May,Summer,May Day,7265,7265
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4438,4438
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,July,Monsoon,Bonalu,4749,4749
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4718,4718
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4335,4335
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",16358,16358
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,6569,6569
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2024,December,Winter,Christmas,7066,7066
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15696,15696
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,February,Winter,Maha Shivaratri,7664,7664
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7028,7028
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5576,5576
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,May,Summer,May Day,7185,7185
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4242,4242
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,July,Monsoon,Bonalu,4669,4669
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4382,4382
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),4293,4293
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",17657,17657
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,9108,9108
Anantha Padmanabha Swamy Temple,Vikarabad,Temple,2025,December,Winter,Christmas,7839,7839
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",325,325
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,February,Winter,No Major Festival / Public Holiday,309,309
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,March,Summer,"Maha Shivaratri, Holi",244,244
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",244,244
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,May,Summer,May Day,273,273
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",196,196
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,July,Monsoon,Bonalu,187,187
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",194,194
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",183,183
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",301,301
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,November,Post-Monsoon,Diwali/Deepavali,283,283
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2024,December,Winter,Christmas,294,294
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",327,327
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,February,Winter,Maha Shivaratri,297,297
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",232,232
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",250,250
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,May,Summer,May Day,303,303
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",189,189
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,July,Monsoon,Bonalu,190,190
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",186,186
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),182,182
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",281,281
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,November,Post-Monsoon,No Major Festival / Public Holiday,293,293
Ananthagiri Storage Reservoir,Rajanna Sircilla,Lake/Reservoir,2025,December,Winter,Christmas,321,321
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",380,380
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,357,357
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",270,270
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",291,291
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,May,Summer,May Day,327,327
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",233,233
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,July,Monsoon,Bonalu,230,230
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",213,213
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",213,213
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",365,365
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,339,339
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,369,369
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",389,389
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,395,395
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",301,301
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",293,293
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,May,Summer,May Day,339,339
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",213,213
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,July,Monsoon,Bonalu,232,232
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",226,226
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),222,222
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",361,361
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,328,328
Annamayya Concert Bhavan,Hyderabad,Other/Cultural Site,2025,December,Winter,Christmas,374,374
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",14502,14502
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,15833,15833
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",10732,10732
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",12042,12042
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,May,Summer,May Day,13043,13043
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",9422,9422
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,July,Monsoon,Bonalu,9029,9029
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",9532,9532
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",8539,8539
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",13889,13889
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,14577,14577
Annapurna Studios,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,15041,15041
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15232,15232
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,15352,15352
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",11337,11337
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",11574,11574
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,May,Summer,May Day,13939,13939
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",9433,9433
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,July,Monsoon,Bonalu,8509,8509
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",8763,8763
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),9486,9486
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",14446,14446
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,13726,13726
Annapurna Studios,Hyderabad,Other/Cultural Site,2025,December,Winter,Christmas,15216,15216
Annaram Barrage,Mancherial,Dam/Barrage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",383,383
Annaram Barrage,Mancherial,Dam/Barrage,2024,February,Winter,No Major Festival / Public Holiday,359,359
Annaram Barrage,Mancherial,Dam/Barrage,2024,March,Summer,"Maha Shivaratri, Holi",299,299
Annaram Barrage,Mancherial,Dam/Barrage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",296,296
Annaram Barrage,Mancherial,Dam/Barrage,2024,May,Summer,May Day,363,363
Annaram Barrage,Mancherial,Dam/Barrage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",231,231
Annaram Barrage,Mancherial,Dam/Barrage,2024,July,Monsoon,Bonalu,228,228
Annaram Barrage,Mancherial,Dam/Barrage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",222,222
Annaram Barrage,Mancherial,Dam/Barrage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",236,236
Annaram Barrage,Mancherial,Dam/Barrage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",360,360
Annaram Barrage,Mancherial,Dam/Barrage,2024,November,Post-Monsoon,Diwali/Deepavali,326,326
Annaram Barrage,Mancherial,Dam/Barrage,2024,December,Winter,Christmas,353,353
Annaram Barrage,Mancherial,Dam/Barrage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",369,369
Annaram Barrage,Mancherial,Dam/Barrage,2025,February,Winter,Maha Shivaratri,388,388
Annaram Barrage,Mancherial,Dam/Barrage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",301,301
Annaram Barrage,Mancherial,Dam/Barrage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",273,273
Annaram Barrage,Mancherial,Dam/Barrage,2025,May,Summer,May Day,348,348
Annaram Barrage,Mancherial,Dam/Barrage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",221,221
Annaram Barrage,Mancherial,Dam/Barrage,2025,July,Monsoon,Bonalu,237,237
Annaram Barrage,Mancherial,Dam/Barrage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",234,234
Annaram Barrage,Mancherial,Dam/Barrage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),234,234
Annaram Barrage,Mancherial,Dam/Barrage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",343,343
Annaram Barrage,Mancherial,Dam/Barrage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,341,341
Annaram Barrage,Mancherial,Dam/Barrage,2025,December,Winter,Christmas,364,364
Archival Museum,Hyderabad,Museum/Gallery,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6458,6458
Archival Museum,Hyderabad,Museum/Gallery,2024,February,Winter,No Major Festival / Public Holiday,4430,4430
Archival Museum,Hyderabad,Museum/Gallery,2024,March,Summer,"Maha Shivaratri, Holi",3216,3216
Archival Museum,Hyderabad,Museum/Gallery,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",3393,3393
Archival Museum,Hyderabad,Museum/Gallery,2024,May,Summer,May Day,4082,4082
Archival Museum,Hyderabad,Museum/Gallery,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2580,2580
Archival Museum,Hyderabad,Museum/Gallery,2024,July,Monsoon,Bonalu,2503,2503
Archival Museum,Hyderabad,Museum/Gallery,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",2679,2679
Archival Museum,Hyderabad,Museum/Gallery,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",2631,2631
Archival Museum,Hyderabad,Museum/Gallery,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",5819,5819
Archival Museum,Hyderabad,Museum/Gallery,2024,November,Post-Monsoon,Diwali/Deepavali,4034,4034
Archival Museum,Hyderabad,Museum/Gallery,2024,December,Winter,Christmas,6383,6383
Archival Museum,Hyderabad,Museum/Gallery,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",6163,6163
Archival Museum,Hyderabad,Museum/Gallery,2025,February,Winter,Maha Shivaratri,4406,4406
Archival Museum,Hyderabad,Museum/Gallery,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",3475,3475
Archival Museum,Hyderabad,Museum/Gallery,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",3286,3286
Archival Museum,Hyderabad,Museum/Gallery,2025,May,Summer,May Day,3848,3848
Archival Museum,Hyderabad,Museum/Gallery,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",2476,2476
Archival Museum,Hyderabad,Museum/Gallery,2025,July,Monsoon,Bonalu,2705,2705
Archival Museum,Hyderabad,Museum/Gallery,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",2662,2662
Archival Museum,Hyderabad,Museum/Gallery,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),2689,2689
Archival Museum,Hyderabad,Museum/Gallery,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",5440,5440
Archival Museum,Hyderabad,Museum/Gallery,2025,November,Post-Monsoon,No Major Festival / Public Holiday,3849,3849
Archival Museum,Hyderabad,Museum/Gallery,2025,December,Winter,Christmas,5768,5768
Arts College,Hyderabad,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",11970,11970
Arts College,Hyderabad,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,13139,13139
Arts College,Hyderabad,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",9491,9491
Arts College,Hyderabad,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",9224,9224
Arts College,Hyderabad,Other/Cultural Site,2024,May,Summer,May Day,11443,11443
Arts College,Hyderabad,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",7932,7932
Arts College,Hyderabad,Other/Cultural Site,2024,July,Monsoon,Bonalu,7493,7493
Arts College,Hyderabad,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",7345,7345
Arts College,Hyderabad,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",7620,7620
Arts College,Hyderabad,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",11141,11141
Arts College,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,10914,10914
Arts College,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,11943,11943
Arts College,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",11942,11942
Arts College,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,11977,11977
Arts College,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",9088,9088
Arts College,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",9660,9660
